timestamp,gt_x,gt_y,kf_x,kf_y,ekf_x,ekf_y,pf_x,pf_y
1476.371000,5.007895,-2.824284,9.698882,-0.759098,4.960540,-2.623364,4.960940,-2.808133
1476.571000,5.012047,-2.829511,9.692419,-0.753302,4.967288,-2.627437,4.982814,-2.796072
1476.771000,5.014682,-2.833718,9.688395,-0.742145,4.971738,-2.631549,4.991944,-2.800004
1476.971000,5.016756,-2.836294,9.685095,-0.754161,4.977736,-2.635277,4.982340,-2.814566
1477.171000,5.019966,-2.838455,9.691240,-0.761272,4.982811,-2.638061,4.978604,-2.821736
1477.371000,5.022581,-2.840091,9.681902,-0.763172,4.987075,-2.641033,5.014448,-2.803795
1477.571000,5.023111,-2.840518,9.677039,-0.770094,4.986070,-2.641150,5.026371,-2.814368
1477.771000,5.023033,-2.840362,9.671031,-0.779325,4.985529,-2.640942,5.006572,-2.820803
1477.971000,5.022988,-2.840306,9.670360,-0.777089,4.985677,-2.641109,5.023809,-2.808081
1478.171000,5.023033,-2.840082,9.664593,-0.777474,4.984319,-2.640223,4.997671,-2.816106
1478.371000,5.023153,-2.839784,9.658611,-0.787998,4.983829,-2.638851,4.982989,-2.808678
1478.571000,5.023255,-2.839750,9.645681,-0.798016,4.984173,-2.638439,4.999174,-2.785122
1478.771000,5.023325,-2.839678,9.635828,-0.800730,4.984303,-2.638430,4.990066,-2.811754
1478.971000,5.023392,-2.839621,9.631845,-0.799285,4.984443,-2.638172,5.005460,-2.801439
1479.171000,5.023467,-2.839577,9.620759,-0.794534,4.985362,-2.638133,5.008104,-2.795120
1479.371000,5.020083,-2.842237,9.609376,-0.792002,4.986167,-2.638282,4.990842,-2.810125
1479.571000,4.995391,-2.861893,9.601129,-0.786449,4.966395,-2.655975,4.957942,-2.843373
1479.771000,4.961110,-2.887511,9.629997,-0.782582,4.912614,-2.696492,4.936835,-2.867517
1479.971000,4.925764,-2.911504,9.645835,-0.787226,4.881832,-2.717127,4.908570,-2.874238
1480.171000,4.890533,-2.933247,9.663003,-0.792087,4.856572,-2.731929,4.878224,-2.885164
1480.371000,4.845140,-2.959121,9.674504,-0.810473,4.826156,-2.748403,4.818694,-2.934524
1480.571000,4.813532,-2.977100,9.675128,-0.814967,4.795825,-2.765889,4.785153,-2.959653
1480.771000,4.778385,-2.996661,9.706202,-0.819302,4.735701,-2.800003,4.730054,-2.991168
1480.971000,4.739915,-3.017225,9.725473,-0.819677,4.705582,-2.817543,4.726454,-2.988432
1481.171000,4.703696,-3.037157,9.728214,-0.798853,4.678155,-2.835404,4.676326,-3.018427
1481.371000,4.653575,-3.064233,9.744041,-0.805643,4.646588,-2.852310,4.643844,-3.032920
1481.571000,4.621769,-3.081595,9.777983,-0.815203,4.614974,-2.869265,4.594489,-3.051964
1481.771000,4.588992,-3.099247,9.852210,-0.854194,4.584024,-2.887255,4.563292,-3.093723
1481.971000,4.550308,-3.119930,9.906280,-0.862080,4.521231,-2.921022,4.537745,-3.089376
1482.171000,4.512439,-3.140018,9.923174,-0.865095,4.488275,-2.938055,4.471647,-3.138331
1482.371000,4.474414,-3.159563,9.931005,-0.878484,4.457518,-2.954567,4.436466,-3.160451
1482.571000,4.426787,-3.184334,9.939305,-0.863576,4.426756,-2.972132,4.427247,-3.153556
1482.771000,4.394370,-3.201040,9.950853,-0.862984,4.393488,-2.989515,4.411434,-3.170609
1482.971000,4.360690,-3.217884,9.998659,-0.890028,4.362524,-3.005951,4.398895,-3.181311
1483.171000,4.322030,-3.237120,10.028779,-0.873788,4.298499,-3.038039,4.292991,-3.227229
1483.371000,4.282797,-3.256301,10.040200,-0.878725,4.266955,-3.054596,4.300012,-3.223274
1483.571000,4.244319,-3.274998,10.050461,-0.877106,4.234908,-3.070151,4.248391,-3.231926
1483.771000,4.199492,-3.297525,10.056155,-0.902554,4.201641,-3.086867,4.165624,-3.274710
1483.971000,4.166279,-3.314907,10.059369,-0.901072,4.169237,-3.103775,4.113259,-3.293433
1484.171000,4.129694,-3.335509,10.103871,-0.926921,4.104053,-3.139918,4.106534,-3.310166
1484.371000,4.092527,-3.358027,10.118525,-0.926911,4.071159,-3.156343,4.049613,-3.328362
1484.571000,4.055352,-3.381380,10.133716,-0.936038,4.038837,-3.174035,4.042681,-3.364303
1484.771000,4.006435,-3.411029,10.148954,-0.942083,4.006924,-3.192792,3.987538,-3.366599
1484.971000,3.975068,-3.429118,10.173715,-0.978603,3.974414,-3.210631,3.934114,-3.392369
1485.171000,3.942612,-3.447621,10.187946,-0.979379,3.941940,-3.228445,3.936112,-3.441243
1485.371000,3.905992,-3.468188,10.223723,-0.986980,3.878114,-3.263192,3.910931,-3.456994
1485.571000,3.869362,-3.488072,10.239105,-0.995255,3.845302,-3.280791,3.821008,-3.481866
1485.771000,3.831769,-3.507470,10.251460,-0.996452,3.813096,-3.298261,3.793441,-3.499067
1485.971000,3.782976,-3.532274,10.264577,-0.989984,3.780254,-3.314904,3.733989,-3.489711
1486.171000,3.751710,-3.548467,10.281074,-0.993663,3.750644,-3.330595,3.713139,-3.529327
1486.371000,3.717682,-3.566458,10.300253,-0.988452,3.718852,-3.348635,3.715751,-3.545548
1486.571000,3.679551,-3.587384,10.325996,-0.990164,3.653950,-3.383004,3.618903,-3.570376
1486.771000,3.641391,-3.608168,10.341671,-0.994043,3.621055,-3.399571,3.595178,-3.585246
1486.971000,3.604271,-3.627538,10.353054,-0.993196,3.589802,-3.417330,3.601780,-3.614316
1487.171000,3.557821,-3.652390,10.350138,-0.973389,3.557336,-3.434903,3.524565,-3.636231
1487.371000,3.526241,-3.669352,10.361932,-0.970535,3.524651,-3.451672,3.489385,-3.676613
1487.571000,3.490244,-3.688317,10.386761,-0.973256,3.460087,-3.486485,3.453459,-3.709067
1487.771000,3.451741,-3.708668,10.398056,-0.969522,3.427020,-3.504181,3.384849,-3.678427
1487.971000,3.414228,-3.729011,10.406457,-0.972111,3.395007,-3.521797,3.314317,-3.718127
1488.171000,3.366578,-3.756090,10.423379,-0.969830,3.363497,-3.540567,3.307684,-3.756137
1488.371000,3.335936,-3.775844,10.435127,-0.963718,3.332493,-3.559898,3.284824,-3.773503
1488.571000,3.305121,-3.796029,10.442800,-0.954128,3.301375,-3.578496,3.211246,-3.761065
1488.771000,3.268775,-3.821056,10.486289,-0.942255,3.237362,-3.614153,3.244499,-3.855810
1488.971000,3.233715,-3.845364,10.496968,-0.948955,3.207403,-3.632809,3.163536,-3.831914
1489.171000,3.198951,-3.869364,10.520587,-0.974704,3.175448,-3.653844,3.210988,-3.950523
1489.371000,3.154099,-3.899958,10.539233,-0.981239,3.144675,-3.675228,3.143875,-3.957367
1489.571000,3.124087,-3.918216,10.536875,-1.049010,3.112735,-3.693133,3.133075,-3.990827
1489.771000,3.089778,-3.937682,10.550751,-1.059154,3.080806,-3.711393,3.101390,-4.022495
1489.971000,3.051456,-3.957938,10.581096,-1.067745,3.016358,-3.746533,3.050752,-4.043706
1490.171000,3.012494,-3.977586,10.580002,-1.031998,2.983846,-3.764328,2.997095,-4.060326
1490.371000,2.974067,-3.996358,10.594127,-1.028136,2.951490,-3.780947,2.957950,-4.066840
1490.571000,2.928392,-4.017864,10.624921,-1.031241,2.919717,-3.797370,2.930410,-4.101185
