timestamp,gt_x,gt_y,kf_x,kf_y,ekf_x,ekf_y,pf_x,pf_y
1454.571000,5.272842,-0.250042,-16.950247,5.232829,4.875338,-0.567223,5.214198,-0.299524
1454.871000,5.268591,-0.311407,-16.992669,5.249842,4.868863,-0.641556,5.235342,-0.395699
1454.971000,5.267161,-0.332292,-17.008039,5.250919,4.865423,-0.676827,5.201877,-0.361795
1455.171000,5.263993,-0.372864,-17.028280,5.254541,4.861691,-0.711940,5.236803,-0.454920
1455.371000,5.259268,-0.427624,-17.052929,5.251328,4.858717,-0.748751,5.202716,-0.448169
1455.571000,5.256032,-0.463702,-17.085777,5.245598,4.855481,-0.784272,5.212134,-0.545884
1455.871000,5.250537,-0.518556,-17.160721,5.251747,4.849355,-0.853352,5.199440,-0.541005
1456.171000,5.244024,-0.581962,-17.202794,5.272599,4.843365,-0.923660,5.172172,-0.626126
1456.371000,5.239867,-0.623011,-17.213678,5.282570,4.840819,-0.959112,5.175149,-0.684219
1456.571000,5.235731,-0.675886,-17.236451,5.293357,4.838459,-0.994690,5.175121,-0.726258
1456.771000,5.234379,-0.712087,-17.261603,5.294634,4.835790,-1.030079,5.189086,-0.756236
1457.071000,5.233285,-0.771062,-17.310403,5.280191,4.829751,-1.100644,5.182946,-0.761686
1457.371000,5.230224,-0.834380,-17.234987,5.335597,4.821653,-1.172656,5.170576,-0.871872
1457.571000,5.226789,-0.876748,-17.257689,5.336373,4.818060,-1.208041,5.177342,-0.895984
1457.771000,5.222979,-0.926528,-17.284240,5.335832,4.813265,-1.243970,5.182770,-0.938482
1457.971000,5.220341,-0.962981,-17.313848,5.341904,4.808742,-1.279386,5.147054,-1.027808
1458.271000,5.215254,-1.022415,-17.355598,5.353389,4.800550,-1.350066,5.162206,-1.042258
1458.371000,5.213691,-1.042221,-17.376851,5.339916,4.795749,-1.385067,5.140558,-1.075888
1458.571000,5.210833,-1.084371,-17.395329,5.335726,4.791636,-1.420240,5.134183,-1.106254
1458.771000,5.207872,-1.139179,-17.416770,5.341104,4.787550,-1.455492,5.152920,-1.133557
1458.971000,5.206730,-1.174649,-17.442941,5.346049,4.784403,-1.490471,5.156908,-1.180209
1459.271000,5.204420,-1.231197,-17.488413,5.328780,4.778018,-1.560708,5.143183,-1.267934
1459.571000,5.201458,-1.292853,-17.556841,5.323819,4.770831,-1.633222,5.135032,-1.326759
1459.771000,5.199248,-1.335627,-17.576075,5.321035,4.767021,-1.668704,5.125209,-1.367538
1459.971000,5.196579,-1.388050,-17.597421,5.324707,4.764447,-1.704311,5.147770,-1.388602
1460.171000,5.195816,-1.423027,-17.619024,5.321304,4.762767,-1.739884,5.153628,-1.433987
1460.471000,5.195778,-1.481546,-17.666978,5.299774,4.757345,-1.810713,5.140220,-1.471230
1460.771000,5.194835,-1.543954,-17.709683,5.307273,4.751400,-1.881936,5.154209,-1.556718
1460.971000,5.194340,-1.586521,-17.735162,5.305792,4.749212,-1.917470,5.140845,-1.601492
1461.171000,5.194043,-1.636883,-17.755918,5.316500,4.746440,-1.952955,5.129914,-1.673830
1461.371000,5.193186,-1.672642,-17.777462,5.327583,4.743013,-1.988429,5.137016,-1.696894
1461.671000,5.191108,-1.733099,-17.825014,5.325742,4.736601,-2.057082,5.141687,-1.728056
1461.771000,5.190040,-1.754748,-17.837700,5.332488,4.733453,-2.092306,5.148742,-1.762867
1461.971000,5.187943,-1.795547,-17.860947,5.343395,4.731027,-2.127024,5.140175,-1.807506
1462.171000,5.184941,-1.850728,-17.876593,5.348576,4.728019,-2.161571,5.140017,-1.841048
